Salary,Assets,ExistingLoans,CreditScore,NumAccounts,PropertyOwnership,VoterRegistration,TotalIncome,Creditworthy,Fraud
28308,41317,0,694,1,Owns Property,Registered,32258,0,0
19722,62379,3,587,1,Owns Property,Registered,24264,0,0
32816,50256,3,640,1,Owns Property,Registered,40743,0,0
55232,55131,2,664,1,Rents Property,Not Registered,58976,0,0
114788,56197,3,745,1,Owns Property,Registered,121149,1,0
85149,60989,1,650,3,Rents Property,Registered,88610,1,0
120228,59023,1,562,3,Rents Property,Registered,121008,0,0
73625,47970,0,598,1,Rents Property,Registered,79413,1,0
32665,51620,4,641,3,Owns Property,Registered,35933,0,0
98449,51897,3,697,2,Owns Property,Registered,102857,0,0
99209,50306,1,688,1,Owns Property,Registered,105891,0,0
135732,48033,3,685,1,Owns Property,Registered,138912,1,0
18974,57316,3,650,2,Owns Property,Registered,23144,0,0
19022,45078,0,672,3,Owns Property,Registered,25307,0,0
9501,64810,0,669,2,Rents Property,Registered,13587,0,0
106687,70072,1,593,3,Owns Property,Registered,111861,0,0
21606,45759,1,648,1,Owns Property,Registered,26313,1,0
14108,58396,4,620,1,Owns Property,Registered,18821,0,0
95219,45138,0,668,1,Rents Property,Registered,99803,1,0
53162,40204,1,673,3,Rents Property,Not Registered,59056,0,0
70165,41356,2,652,3,Owns Property,Registered,71346,1,0
125706,38940,0,613,3,Owns Property,Registered,130172,1,0
91324,27307,0,644,1,Owns Property,Registered,94750,1,0
29042,83696,1,660,1,Owns Property,Registered,35401,1,0
35094,49213,1,624,1,Rents Property,Registered,42477,0,0
84535,54640,3,734,1,Rents Property,Not Registered,89495,1,0
15785,41670,1,609,1,Rents Property,Registered,20452,1,0
53951,45249,0,568,1,Rents Property,Registered,59951,1,0
149528,31502,1,614,1,Owns Property,Registered,154781,1,0
87538,62059,2,601,1,Owns Property,Registered,92222,1,0
34578,42618,0,612,1,Owns Property,Registered,40060,1,0
21480,78725,2,580,2,Owns Property,Registered,25808,1,0
149988,43032,4,632,2,Rents Property,Not Registered,156425,1,0
93267,56320,3,715,2,Owns Property,Registered,101768,1,0
55021,34601,1,697,3,Owns Property,Registered,59675,0,0
36509,50429,2,617,1,Owns Property,Not Registered,42366,1,0
48772,23594,1,638,2,Owns Property,Registered,49833,0,0
28412,33401,4,681,3,Owns Property,Registered,29932,1,0
29764,69910,0,613,2,Owns Property,Not Registered,35205,0,0
36082,72294,0,635,3,Owns Property,Registered,40340,1,1
27993,52052,4,595,3,Owns Property,Registered,31550,1,0
38501,51051,3,638,1,Rents Property,Registered,44397,1,0
39782,63750,1,679,3,Owns Property,Not Registered,44200,0,0
26349,54268,2,592,3,Owns Property,Registered,32237,0,0
64958,38937,3,742,2,Owns Property,Registered,70207,1,0
88529,61826,0,649,3,Owns Property,Registered,95027,1,0
25669,59371,2,564,3,Rents Property,Registered,30406,0,0
146526,71398,4,692,3,Rents Property,Registered,151486,0,0
61684,67385,3,615,3,Rents Property,Registered,66105,0,0
16880,22950,1,600,1,Rents Property,Registered,20944,0,0
13505,36230,2,649,3,Owns Property,Registered,19393,0,0
71009,91505,2,569,3,Owns Property,Not Registered,74136,1,0
16989,44590,0,635,3,Owns Property,Not Registered,24095,1,0
16493,49763,4,707,2,Owns Property,Registered,19534,1,0
87765,49086,0,645,3,Rents Property,Registered,92107,1,1
45309,45261,1,549,1,Owns Property,Registered,49484,0,0
66698,80524,3,627,2,Rents Property,Registered,72839,1,0
72321,52639,4,644,3,Rents Property,Registered,79766,0,0
109922,35535,3,586,3,Owns Property,Not Registered,115544,1,0
18976,45807,1,590,3,Owns Property,Registered,27076,1,0
14601,65345,2,607,3,Rents Property,Registered,18213,1,0
99686,38543,4,677,3,Rents Property,Registered,104149,1,0
77899,60533,4,572,2,Rents Property,Registered,80124,1,0
32753,41502,4,706,3,Rents Property,Registered,35529,1,0
17192,47907,4,726,3,Owns Property,Not Registered,24053,0,0
22212,70805,4,686,3,Owns Property,Registered,26807,1,0
21770,62548,4,659,2,Rents Property,Registered,25820,0,0
48225,59585,0,626,1,Owns Property,Registered,51445,1,0
12083,36052,2,571,1,Owns Property,Registered,18445,1,0
55320,66857,0,634,3,Owns Property,Registered,59496,1,0
56889,36198,2,715,2,Owns Property,Registered,59580,0,0
24757,47951,3,628,1,Owns Property,Registered,29807,0,0
14537,53809,2,729,2,Rents Property,Registered,20554,0,0
40396,71133,0,666,3,Owns Property,Registered,45069,1,0
24367,55927,1,665,3,Rents Property,Registered,28314,1,0
23578,55391,0,688,1,Rents Property,Registered,28695,0,0
35443,40033,1,625,2,Owns Property,Registered,37711,1,0
81153,68199,1,624,1,Rents Property,Registered,87454,0,0
70463,52582,3,632,2,Owns Property,Registered,76212,0,0
26623,24776,3,640,2,Owns Property,Registered,33652,1,0
47780,87849,0,641,2,Rents Property,Not Registered,51104,1,0
108241,38350,1,702,3,Rents Property,Registered,110092,0,0
87109,29416,1,647,1,Rents Property,Not Registered,89132,0,0
29204,44164,0,639,2,Owns Property,Not Registered,32205,0,0
29463,69190,3,648,3,Rents Property,Registered,32059,1,0
75447,85849,4,513,3,Rents Property,Registered,81494,1,0
119416,53656,3,618,1,Rents Property,Registered,123438,1,0
125019,61043,2,629,1,Rents Property,Not Registered,129528,0,0
42100,44024,3,674,2,Owns Property,Registered,45890,0,0
77773,72110,0,661,3,Owns Property,Registered,82429,1,0
129096,41799,2,677,2,Owns Property,Registered,135421,0,0
113768,63894,4,687,1,Rents Property,Registered,121860,1,0
53940,85642,2,683,1,Rents Property,Registered,60726,1,0
45183,66936,2,641,2,Owns Property,Registered,50244,0,0
26204,55597,1,661,3,Rents Property,Registered,30608,0,0
42752,41855,4,680,1,Owns Property,Registered,50168,1,0
97484,45884,4,728,2,Rents Property,Registered,100602,1,0
81284,24581,0,614,1,Owns Property,Registered,86251,0,0
77190,56362,2,552,3,Owns Property,Registered,79860,1,0
22836,55088,2,688,2,Owns Property,Registered,30174,0,0
67475,32519,2,580,2,Rents Property,Registered,75253,0,0
33593,55421,4,662,3,Owns Property,Registered,36002,1,0
80251,47914,0,682,1,Owns Property,Registered,82513,1,0
46986,31851,1,663,2,Owns Property,Registered,50975,1,0
42585,41735,2,551,1,Owns Property,Registered,48702,0,0
45681,33485,2,667,3,Owns Property,Registered,49070,0,0
12903,46944,0,655,2,Owns Property,Registered,16397,0,0
11159,52282,3,668,3,Owns Property,Registered,17399,0,0
83619,37399,0,525,1,Owns Property,Registered,89116,1,0
19186,26074,4,677,1,Rents Property,Registered,23989,1,0
24861,61184,3,637,2,Rents Property,Registered,29951,1,0
46529,35375,1,803,2,Owns Property,Registered,52039,1,0
94357,59946,2,617,3,Owns Property,Registered,100969,0,0
16608,49305,4,704,2,Rents Property,Not Registered,23276,0,0
32951,58657,2,684,2,Owns Property,Registered,36878,1,0
114076,46742,3,659,2,Rents Property,Registered,118828,1,0
44326,70147,1,702,2,Owns Property,Registered,48097,0,0
25745,85504,0,583,2,Rents Property,Registered,31557,0,0
113458,57384,2,581,2,Owns Property,Registered,116440,1,0
41408,21226,1,776,1,Owns Property,Registered,44116,1,0
129136,64564,1,666,3,Rents Property,Registered,133176,0,0
27965,40874,0,575,2,Owns Property,Registered,28741,0,0
3825,9266,4,661,1,Rents Property,Registered,1476,1,0
40398,46251,1,631,3,Owns Property,Not Registered,46116,1,0
79137,69227,3,630,2,Rents Property,Registered,85029,1,0
68483,65065,1,638,2,Rents Property,Registered,71462,1,0
16616,44607,2,645,3,Owns Property,Registered,21234,0,0
16717,77537,0,560,2,Owns Property,Registered,24619,0,0
64738,37901,1,611,3,Owns Property,Registered,69339,1,0
54521,79573,1,643,1,Owns Property,Registered,61945,1,0
85316,42256,1,708,1,Owns Property,Not Registered,88852,1,0
104669,44299,0,593,1,Owns Property,Registered,109902,1,0
32964,21669,2,565,2,Owns Property,Registered,38804,1,0
30805,44536,4,620,2,Owns Property,Registered,34695,1,0
24560,56758,2,633,2,Owns Property,Registered,28828,0,0
86478,47071,2,603,2,Owns Property,Registered,91026,0,0
60955,26104,1,628,1,Owns Property,Registered,64212,1,0
16863,53549,4,720,1,Owns Property,Registered,22157,1,0
27077,50367,2,734,1,Owns Property,Registered,34368,0,0
13901,51154,3,646,3,Owns Property,Registered,21130,0,0
84784,61328,1,638,2,Rents Property,Registered,93582,1,0
148928,50185,1,699,1,Owns Property,Registered,152969,1,0
25330,52594,1,647,3,Owns Property,Registered,29188,0,0
22250,72491,1,742,3,Owns Property,Registered,28380,1,0
59140,40352,0,672,1,Owns Property,Registered,66817,1,0
154425,63441,0,618,3,Owns Property,Registered,161507,0,0
54490,52082,3,701,3,Rents Property,Registered,60736,1,0
25852,41421,0,665,2,Owns Property,Registered,29174,0,0
8977,71171,2,695,3,Owns Property,Registered,12450,1,0
53527,39969,0,704,2,Owns Property,Registered,59505,0,0
67306,59298,1,599,3,Rents Property,Not Registered,73100,0,0
50661,34061,0,669,2,Rents Property,Not Registered,55333,1,0
56688,31897,3,691,2,Owns Property,Registered,62577,1,0
93824,64254,3,721,3,Owns Property,Registered,98973,1,0
12581,18042,1,730,2,Owns Property,Registered,19087,0,0
16372,29612,2,670,3,Owns Property,Registered,20217,0,0
72330,71502,3,668,3,Rents Property,Registered,74470,1,0
15571,83974,0,622,2,Owns Property,Registered,18000,0,0
40524,68973,3,642,1,Owns Property,Not Registered,44070,1,0
67642,32718,2,660,3,Owns Property,Registered,71479,0,1
58619,57855,2,682,1,Rents Property,Registered,63547,0,0
25770,28165,2,666,2,Rents Property,Registered,29059,1,0
27505,46411,3,669,1,Owns Property,Registered,30292,0,0
36281,40200,4,617,2,Rents Property,Registered,38207,1,0
16525,70941,4,591,1,Owns Property,Registered,21888,0,0
50208,48597,0,682,3,Rents Property,Registered,55157,0,0
72156,15300,3,670,3,Owns Property,Registered,77536,1,0
108303,57697,4,645,3,Rents Property,Not Registered,112349,0,0
52201,44515,0,621,1,Owns Property,Not Registered,60773,0,0
36737,43501,1,637,3,Rents Property,Not Registered,39376,1,0
13918,71041,1,663,1,Owns Property,Registered,19032,0,0
48859,51252,3,660,1,Rents Property,Registered,49436,0,0
27506,29259,3,632,1,Owns Property,Not Registered,33306,1,0
51944,42310,1,580,2,Owns Property,Registered,55398,1,0
163950,41737,0,684,3,Owns Property,Registered,166265,0,0
73738,47751,1,636,1,Rents Property,Registered,79632,0,0
92940,38099,3,700,3,Owns Property,Registered,95503,0,0
37412,50861,3,594,1,Owns Property,Registered,40734,1,0
70694,56568,0,585,2,Rents Property,Registered,77634,1,0
85609,58731,0,706,3,Owns Property,Not Registered,90909,0,0
33309,54009,2,572,3,Owns Property,Registered,37529,0,0
108088,51832,3,588,2,Owns Property,Registered,113360,1,0
80541,56429,2,589,1,Owns Property,Registered,84715,1,0
31882,71046,2,579,3,Owns Property,Registered,38159,1,0
29882,24156,2,703,2,Owns Property,Registered,34552,1,0
19132,42170,3,599,1,Owns Property,Registered,22223,1,0
131632,53601,3,599,2,Owns Property,Registered,133647,1,0
45419,47139,3,646,1,Owns Property,Not Registered,52659,1,0
143557,38233,0,651,2,Owns Property,Registered,145725,0,0
38764,18905,2,705,2,Owns Property,Registered,45249,0,0
18295,63992,3,637,1,Owns Property,Registered,21542,0,0
58222,60427,2,629,1,Owns Property,Registered,61893,1,0
55552,32170,0,606,2,Owns Property,Registered,63028,1,0
156410,77783,4,557,3,Owns Property,Registered,160046,1,0
32202,52417,0,668,1,Rents Property,Registered,36643,1,0
35928,40566,3,660,1,Rents Property,Registered,43241,0,0
47092,30979,1,573,2,Owns Property,Registered,53298,1,0
16320,38935,3,626,2,Rents Property,Registered,22634,1,0
21094,45931,4,554,3,Owns Property,Registered,24435,1,0
27636,50335,0,600,1,Rents Property,Registered,30874,1,0
65762,53573,3,613,3,Rents Property,Registered,71864,1,0
20064,54686,2,678,1,Owns Property,Registered,25061,1,0
43584,59678,3,721,2,Rents Property,Not Registered,48480,1,0
22296,43424,1,633,1,Owns Property,Not Registered,24827,0,0
19727,56668,4,635,3,Owns Property,Registered,23322,0,0
14579,37962,0,669,1,Owns Property,Not Registered,16148,0,0
38108,52796,3,668,2,Owns Property,Registered,43352,1,0
21999,44411,2,539,1,Rents Property,Registered,27844,0,0
13442,57001,3,663,3,Owns Property,Not Registered,20279,0,0
26232,39625,3,647,3,Owns Property,Not Registered,28336,1,0
94327,33780,3,640,1,Rents Property,Not Registered,100673,0,0
73698,47325,2,646,1,Rents Property,Registered,78552,1,1
37634,44102,1,627,3,Rents Property,Registered,44704,0,0
129934,50885,2,577,3,Rents Property,Registered,131328,1,0
23180,38226,2,684,1,Owns Property,Registered,31320,0,0
27228,35106,3,756,3,Owns Property,Registered,31798,0,0
71858,34636,4,570,1,Rents Property,Registered,77245,1,0
53583,28617,1,550,1,Owns Property,Registered,56913,0,0
162747,71286,4,641,3,Rents Property,Registered,165768,1,0
75627,45455,3,637,1,Owns Property,Registered,81625,1,0
19215,56711,2,680,3,Owns Property,Registered,23535,0,0
26153,79103,1,646,1,Rents Property,Registered,34385,1,0
156588,25681,3,657,3,Owns Property,Not Registered,160998,0,0
31240,44757,4,705,3,Rents Property,Not Registered,37902,1,0
108143,72508,0,690,2,Owns Property,Registered,112696,0,0
21539,46213,2,684,2,Rents Property,Registered,20841,0,0
105387,68336,3,619,3,Rents Property,Registered,109533,1,1
45095,9872,0,696,1,Owns Property,Registered,51577,1,0
18956,47151,2,676,3,Rents Property,Not Registered,24245,1,0
56648,18287,0,642,2,Rents Property,Registered,60628,0,0
33657,52372,3,609,1,Rents Property,Not Registered,39095,0,0
90305,51461,1,681,2,Rents Property,Registered,97841,0,0
43006,32225,2,661,3,Rents Property,Registered,50125,1,0
30517,49791,3,716,3,Owns Property,Registered,32601,0,0
20165,60936,4,700,3,Owns Property,Registered,25214,0,0
77696,61589,3,692,3,Owns Property,Registered,83025,0,0
105684,62474,4,628,3,Owns Property,Registered,108486,0,0
107005,76342,3,643,2,Owns Property,Registered,110421,1,0
111907,67018,1,590,3,Rents Property,Registered,114977,1,0
57869,37688,1,629,1,Owns Property,Registered,61077,1,0
18359,49668,4,753,2,Owns Property,Registered,20289,1,0
39239,55219,1,727,3,Owns Property,Registered,43851,1,0
95825,42932,1,568,3,Rents Property,Registered,102214,1,0
83830,41335,4,572,2,Owns Property,Registered,87571,1,0
59584,61225,2,617,1,Rents Property,Registered,67851,1,0
79471,29971,3,579,2,Owns Property,Not Registered,87036,1,1
35457,39684,1,612,1,Owns Property,Registered,39827,1,0
81347,68278,0,696,2,Owns Property,Registered,85826,1,0
91826,43803,2,708,2,Owns Property,Registered,99351,0,0
83318,53485,1,624,1,Owns Property,Not Registered,86899,1,0
19268,59471,0,606,3,Owns Property,Registered,24746,0,0
37098,63620,3,633,3,Rents Property,Registered,43960,0,0
98205,42062,1,708,3,Owns Property,Registered,102182,0,0
23377,52627,0,749,1,Rents Property,Registered,28209,1,0
160729,34141,0,651,1,Owns Property,Registered,163209,1,0
14959,50812,1,780,1,Owns Property,Not Registered,17659,0,0
24910,31385,3,665,1,Rents Property,Registered,32935,1,0
67954,46586,1,545,3,Owns Property,Registered,73714,0,0
33826,53627,1,736,1,Owns Property,Registered,40217,1,0
86159,32664,3,659,2,Owns Property,Registered,91953,1,0
21201,64198,2,716,2,Owns Property,Registered,26444,1,0
42765,38663,4,608,1,Rents Property,Not Registered,46717,1,0
60139,38014,1,689,1,Owns Property,Registered,68642,0,0
48432,31952,2,638,3,Rents Property,Registered,50862,1,0
52776,58052,0,605,2,Rents Property,Registered,55388,1,0
76151,67615,4,595,1,Owns Property,Registered,79885,0,0
84427,45866,2,568,2,Owns Property,Registered,90212,0,0
31098,27544,0,596,1,Owns Property,Registered,36434,1,0
17755,32433,3,655,2,Owns Property,Registered,21120,0,0
32561,44961,3,677,2,Owns Property,Registered,36877,0,0
25236,41017,3,610,2,Owns Property,Registered,29332,1,0
46657,26824,0,581,2,Owns Property,Registered,52118,1,0
46494,53757,0,747,1,Owns Property,Not Registered,50555,1,0
24693,44170,3,624,1,Owns Property,Registered,33023,0,0
18302,60699,2,730,3,Owns Property,Registered,22717,0,0
17041,52755,0,622,3,Owns Property,Registered,21468,0,0
106249,51139,1,626,3,Owns Property,Registered,112657,1,0
22108,46452,0,682,3,Rents Property,Registered,28173,0,0
26514,50821,0,632,1,Owns Property,Registered,33784,1,0
17422,72449,3,724,3,Owns Property,Registered,24330,0,0
44858,20630,3,687,3,Owns Property,Registered,49388,0,0
17462,53817,1,575,3,Rents Property,Registered,24751,1,0
45625,46726,3,627,2,Owns Property,Registered,49811,0,0
59735,37646,1,618,1,Owns Property,Not Registered,62533,1,0
6409,58732,1,679,1,Owns Property,Registered,11327,1,0
33613,42607,2,684,3,Rents Property,Registered,39374,0,0
50489,29414,1,564,3,Owns Property,Registered,55919,1,1
27161,35116,0,710,2,Owns Property,Not Registered,33060,1,0
50859,57402,3,605,3,Owns Property,Registered,54282,1,0
32730,53027,0,715,3,Owns Property,Not Registered,38941,1,0
72708,27282,3,678,1,Owns Property,Registered,80468,1,0
23386,23123,2,677,3,Owns Property,Registered,26827,0,0
25809,43944,3,600,2,Owns Property,Registered,32598,0,0
59543,-11504,1,768,1,Owns Property,Registered,65311,1,0
21017,72321,3,583,3,Owns Property,Registered,27368,1,0
39573,47174,1,636,1,Rents Property,Not Registered,42995,1,0
22448,61589,2,644,1,Rents Property,Registered,27723,0,0
17150,62240,0,572,3,Rents Property,Registered,22225,0,0
149549,35074,3,704,3,Rents Property,Registered,154491,1,0
42369,52915,0,712,1,Rents Property,Registered,47836,0,0
12414,52329,4,661,3,Owns Property,Registered,18485,1,0
133953,47767,2,622,3,Owns Property,Registered,141773,0,0
27347,32054,4,701,2,Rents Property,Registered,34385,1,1
58577,61514,0,643,1,Owns Property,Registered,65415,0,0
13192,41155,1,619,3,Rents Property,Registered,20858,1,0
53260,36663,2,582,1,Owns Property,Registered,58662,0,0
69756,64025,4,551,1,Rents Property,Registered,72994,0,0
100795,41515,1,592,3,Owns Property,Registered,106167,0,0
57812,45937,2,734,1,Owns Property,Registered,63701,1,0
39689,56498,3,598,1,Owns Property,Registered,46346,1,0
55835,53485,4,718,2,Rents Property,Not Registered,61921,1,0
